8.94	33.479
7.49	33.828
9.86	33.494
3.26	34.49
11.92	33.31
9.28	33.329
4.57	34.476
16.01	33.84
12.29	33.285
10.93	33.579
8.49	34.047
7.35	33.96
12.36	33.272
6.76	33.95
10.21	33.401
5.71	33.952
9.27	33.671
8.66	33.891
16.1	33.77
4.71	34.376
8.15	33.96
6.72	34.073
12.86	33.15
10.42	33.17
3.32	34.352
14.28	33.62
6.4	34.061
7.06	33.934
12.64	33.068
5.6	34.04
10.25	33.26
15.45	33.758
10.39	34.368
16.14	33.808
6.34	34
12.08	33.37
14.21	33.488
8.83	33.39
14.59	33.664
14	33.4
9.65	32.722
4.43	34.22
3.48	34.47
8.31	33.78
12.69	33.28
5.7	34.43
13.93	33.35
4.01	34.23
5.03	34.34
10.5	32.75
8.79	33.6
6.04	33.987
14.39	33.55
11.74	33.265
8.61	33.33
4.31	34.151
4.53	34.288
9.95	33.549
6.52	33.96
9.69	34.43
15.38	33.78
4.12	34.268
5.26	34.4
10.02	33.58
11.04	33.87
13.07	33.58
8.59	32.52
3.65	34.42
5.79	33.955
6.49	34.04
3.99	34.45
7.06	34.213
12.31	33.632
13.18	33.488
10.6	33.42
10.31	32.75
3.99	34.34
16.82	33.953
10.45	33.431
6.28	34.114
13.73	33.51
15.93	33.863
11.78	32.88
14.41	33.58
8.96	34.09
15.3	33.836
15.92	33.75
13.22	33.478
10.01	34.23
4.72	34.261
17.1	33.95
5.81	33.982
16.02	33.849
4.27	34.47
10.76	33.213
10.97	32.92
3.87	34.43
3.16	34.36
11.69	33.575
13	33.276
14.02	33.46
6.98	33.938
3.07	34.318
3.56	34.24
15.69	33.86
8.15	33.773
10.45	33.421
5.66	34.451
13.8	33.48
14.4	33.24
15.52	33.69
5.87	34.073
10.77	32.92
10.66	32.92
11.35	34.23
11.85	33.252
6.42	33.98
8.34	34
6.68	33.967
3.55	34.56
11.13	33.53
7.18	34.02
9.23	33.033
14.42	33.57
9.67	33.62
7.5	33.833
14.68	33.656
14.5	33.622
11.99	32.92
13.9	33.53
13.94	33.15
10.07	32.641
16.52	33.851
4.82	34.261
3.55	34.5
13.9	33.08
13.71	33.478
14.59	33.69
6.87	33.895
4.39	34.061
